Canadian Province/CMA,Gender,Mother tongue,Population,Province
Halifax,Women+,Afrikaans,15,Nova Scotia
Halifax,Women+,Dutch,10,Nova Scotia
Halifax,Women+,Icelandic,10,Nova Scotia
Halifax,Women+,Bengali,200,Nova Scotia
Halifax,Women+,Gujarati,180,Nova Scotia
Halifax,Women+,Hindi,485,Nova Scotia
Halifax,Women+,Marathi,70,Nova Scotia
Halifax,Women+,Nepali,20,Nova Scotia
Halifax,Women+,Punjabi (Panjabi),200,Nova Scotia
Halifax,Women+,Sinhala (Sinhalese),25,Nova Scotia
Halifax,Women+,Urdu,145,Nova Scotia
Halifax,Women+,"Indo-Aryan languages, n.i.e.",10,Nova Scotia
Halifax,Women+,Kurdish,120,Nova Scotia
Halifax,Women+,Pashto,10,Nova Scotia
Halifax,Women+,Dari,10,Nova Scotia
Halifax,Women+,Iranian Persian,70,Nova Scotia
Halifax,Women+,"Persian (Farsi), n.o.s.",15,Nova Scotia
Halifax,Women+,Italian,10,Nova Scotia
Halifax,Women+,Portuguese,115,Nova Scotia
Halifax,Women+,Romanian,35,Nova Scotia
Halifax,Women+,Spanish,125,Nova Scotia
Halifax,Women+,Japanese,25,Nova Scotia
Halifax,Women+,Korean,270,Nova Scotia
Halifax,Women+,Akan (Twi),15,Nova Scotia
Halifax,Women+,Ganda,10,Nova Scotia
Halifax,Women+,Igbo,95,Nova Scotia
Halifax,Women+,Mwani,10,Nova Scotia
Halifax,Women+,Shona,10,Nova Scotia
Halifax,Women+,Swahili,45,Nova Scotia
Halifax,Women+,Yoruba,145,Nova Scotia
Halifax,Women+,"Niger-Congo languages, n.i.e.",45,Nova Scotia
Halifax,Women+,Dinka,15,Nova Scotia
Halifax,Women+,"Nilo-Saharan languages, n.i.e.",10,Nova Scotia
Halifax,Women+,Mandarin,910,Nova Scotia
Halifax,Women+,Yue (Cantonese),70,Nova Scotia
Halifax,Women+,"Chinese, n.o.s.",15,Nova Scotia
Halifax,Women+,Thai,20,Nova Scotia
Halifax,Women+,Turkish,45,Nova Scotia
Halifax,Women+,"Turkic languages, n.i.e.",10,Nova Scotia
Halifax,Women+,Hungarian,10,Nova Scotia
Halifax,Women+,"Other languages, n.i.e.",10,Nova Scotia
New Brunswick,Men+,English,2190,New Brunswick
New Brunswick,Men+,French,690,New Brunswick
New Brunswick,Men+,Kabyle,10,New Brunswick
New Brunswick,Men+,Somali,30,New Brunswick
New Brunswick,Men+,Amharic,10,New Brunswick
New Brunswick,Men+,Arabic,1650,New Brunswick
New Brunswick,Men+,Hebrew,60,New Brunswick
New Brunswick,Men+,Tigrigna,10,New Brunswick
New Brunswick,Men+,Vietnamese,150,New Brunswick
New Brunswick,Men+,"Bisaya, n.o.s.",35,New Brunswick
New Brunswick,Men+,Cebuano,45,New Brunswick
New Brunswick,Men+,Hiligaynon,25,New Brunswick
New Brunswick,Men+,Ilocano,25,New Brunswick
New Brunswick,Men+,Kankanaey,10,New Brunswick
New Brunswick,Men+,Merina,10,New Brunswick
New Brunswick,Men+,"Tagalog (Pilipino, Filipino)",805,New Brunswick
New Brunswick,Men+,Waray-Waray,10,New Brunswick
New Brunswick,Men+,Haitian Creole,25,New Brunswick
New Brunswick,Men+,Morisyen,30,New Brunswick
New Brunswick,Men+,Kannada,10,New Brunswick
New Brunswick,Men+,Malayalam,45,New Brunswick
New Brunswick,Men+,Tamil,105,New Brunswick
New Brunswick,Men+,Telugu,70,New Brunswick
New Brunswick,Men+,Albanian,10,New Brunswick
New Brunswick,Men+,Armenian,45,New Brunswick
New Brunswick,Men+,Baltic languages,15,New Brunswick
New Brunswick,Men+,Lithuanian,15,New Brunswick
New Brunswick,Men+,Slavic languages,470,New Brunswick
New Brunswick,Men+,Polish,15,New Brunswick
New Brunswick,Men+,Russian,255,New Brunswick
New Brunswick,Men+,Serbo-Croatian,50,New Brunswick
New Brunswick,Men+,Serbian,45,New Brunswick
New Brunswick,Men+,Ukrainian,145,New Brunswick
New Brunswick,Men+,German,35,New Brunswick
New Brunswick,Men+,Afrikaans,10,New Brunswick
New Brunswick,Men+,Dutch,45,New Brunswick
New Brunswick,Men+,Bengali,110,New Brunswick
New Brunswick,Men+,Gujarati,90,New Brunswick
New Brunswick,Men+,Hindi,210,New Brunswick
New Brunswick,Men+,Marathi,20,New Brunswick
New Brunswick,Men+,Nepali,40,New Brunswick
New Brunswick,Men+,Punjabi (Panjabi),150,New Brunswick
New Brunswick,Men+,Sinhala (Sinhalese),20,New Brunswick
New Brunswick,Men+,Urdu,140,New Brunswick
New Brunswick,Men+,Kurdish,25,New Brunswick
New Brunswick,Men+,Pashto,10,New Brunswick
New Brunswick,Men+,Iranian Persian,90,New Brunswick
New Brunswick,Men+,Italian,10,New Brunswick
New Brunswick,Men+,Portuguese,85,New Brunswick
New Brunswick,Men+,Romanian,35,New Brunswick
New Brunswick,Men+,Spanish,230,New Brunswick
New Brunswick,Men+,Korean,120,New Brunswick
New Brunswick,Men+,Bamanankan,10,New Brunswick
New Brunswick,Men+,Igbo,20,New Brunswick
New Brunswick,Men+,Kinyarwanda (Rwanda),50,New Brunswick
New Brunswick,Men+,Lingala,20,New Brunswick
New Brunswick,Men+,Mwani,10,New Brunswick
New Brunswick,Men+,Rundi (Kirundi),30,New Brunswick
New Brunswick,Men+,Swahili,135,New Brunswick
New Brunswick,Men+,Wolof,10,New Brunswick
New Brunswick,Men+,Yoruba,120,New Brunswick
New Brunswick,Men+,"Niger-Congo languages, n.i.e.",35,New Brunswick
New Brunswick,Men+,"Nilo-Saharan languages, n.i.e.",25,New Brunswick
New Brunswick,Men+,Mandarin,445,New Brunswick
New Brunswick,Men+,Wu (Shanghainese),10,New Brunswick
New Brunswick,Men+,"Chinese, n.o.s.",35,New Brunswick
New Brunswick,Men+,Turkish,25,New Brunswick
New Brunswick,Men+,Hungarian,10,New Brunswick
New Brunswick,Women+,English,2160,New Brunswick
New Brunswick,Women+,French,705,New Brunswick
New Brunswick,Women+,Kabyle,15,New Brunswick
New Brunswick,Women+,Hausa,10,New Brunswick
New Brunswick,Women+,Somali,40,New Brunswick
New Brunswick,Women+,Amharic,10,New Brunswick
New Brunswick,Women+,Arabic,1440,New Brunswick
New Brunswick,Women+,Hebrew,40,New Brunswick
New Brunswick,Women+,Vietnamese,125,New Brunswick
New Brunswick,Women+,"Bisaya, n.o.s.",25,New Brunswick
New Brunswick,Women+,Cebuano,80,New Brunswick
New Brunswick,Women+,Hiligaynon,15,New Brunswick
New Brunswick,Women+,Ilocano,30,New Brunswick
New Brunswick,Women+,Indonesian,10,New Brunswick
New Brunswick,Women+,Merina,10,New Brunswick
New Brunswick,Women+,"Tagalog (Pilipino, Filipino)",930,New Brunswick
New Brunswick,Women+,Waray-Waray,15,New Brunswick
New Brunswick,Women+,Haitian Creole,30,New Brunswick
New Brunswick,Women+,Morisyen,20,New Brunswick
New Brunswick,Women+,Kannada,15,New Brunswick
New Brunswick,Women+,Malayalam,40,New Brunswick
New Brunswick,Women+,Tamil,75,New Brunswick
New Brunswick,Women+,Telugu,35,New Brunswick
New Brunswick,Women+,Albanian,15,New Brunswick
New Brunswick,Women+,Armenian,20,New Brunswick
New Brunswick,Women+,Baltic languages,25,New Brunswick
New Brunswick,Women+,Lithuanian,20,New Brunswick
New Brunswick,Women+,Slavic languages,450,New Brunswick
New Brunswick,Women+,Polish,10,New Brunswick
New Brunswick,Women+,Russian,285,New Brunswick
New Brunswick,Women+,Serbo-Croatian,35,New Brunswick
New Brunswick,Women+,Croatian,10,New Brunswick
New Brunswick,Women+,Serbian,25,New Brunswick
New Brunswick,Women+,Ukrainian,110,New Brunswick
New Brunswick,Women+,German,30,New Brunswick
New Brunswick,Women+,Afrikaans,25,New Brunswick
New Brunswick,Women+,Dutch,35,New Brunswick
New Brunswick,Women+,Bengali,100,New Brunswick
New Brunswick,Women+,Gujarati,60,New Brunswick
New Brunswick,Women+,Hindi,195,New Brunswick
New Brunswick,Women+,Marathi,20,New Brunswick
New Brunswick,Women+,Nepali,60,New Brunswick
New Brunswick,Women+,Punjabi (Panjabi),80,New Brunswick
New Brunswick,Women+,Urdu,120,New Brunswick
New Brunswick,Women+,Kurdish,35,New Brunswick
New Brunswick,Women+,Iranian Persian,70,New Brunswick
New Brunswick,Women+,Portuguese,80,New Brunswick
New Brunswick,Women+,Romanian,45,New Brunswick
New Brunswick,Women+,Spanish,260,New Brunswick
New Brunswick,Women+,Japanese,10,New Brunswick
New Brunswick,Women+,Korean,120,New Brunswick
New Brunswick,Women+,Éwé,10,New Brunswick
New Brunswick,Women+,"Fulah (Pular, Pulaar, Fulfulde)",10,New Brunswick
New Brunswick,Women+,Igbo,35,New Brunswick
New Brunswick,Women+,Kinyarwanda (Rwanda),30,New Brunswick
New Brunswick,Women+,Lingala,25,New Brunswick
New Brunswick,Women+,Rundi (Kirundi),30,New Brunswick
New Brunswick,Women+,Swahili,150,New Brunswick
New Brunswick,Women+,Wojenaka,15,New Brunswick
New Brunswick,Women+,Yoruba,90,New Brunswick
New Brunswick,Women+,"Niger-Congo languages, n.i.e.",25,New Brunswick
New Brunswick,Women+,"Nilo-Saharan languages, n.i.e.",35,New Brunswick
New Brunswick,Women+,Mandarin,450,New Brunswick
New Brunswick,Women+,Wu (Shanghainese),10,New Brunswick
New Brunswick,Women+,"Chinese, n.o.s.",20,New Brunswick
New Brunswick,Women+,Turkish,10,New Brunswick
New Brunswick,Women+,"Turkic languages, n.i.e.",10,New Brunswick
Fredericton,Men+,English,485,New Brunswick
Fredericton,Men+,French,65,New Brunswick
Fredericton,Men+,Amharic,10,New Brunswick
Fredericton,Men+,Arabic,490,New Brunswick
Fredericton,Men+,Hebrew,15,New Brunswick
Fredericton,Men+,Vietnamese,50,New Brunswick
Fredericton,Men+,"Tagalog (Pilipino, Filipino)",115,New Brunswick
Fredericton,Men+,Tamil,15,New Brunswick
Fredericton,Men+,Telugu,10,New Brunswick
Fredericton,Men+,Baltic languages,10,New Brunswick
Fredericton,Men+,Lithuanian,10,New Brunswick
Fredericton,Men+,Slavic languages,105,New Brunswick
Fredericton,Men+,Russian,65,New Brunswick
Fredericton,Men+,Ukrainian,30,New Brunswick
Fredericton,Men+,German,10,New Brunswick
Fredericton,Men+,Dutch,25,New Brunswick
Fredericton,Men+,Bengali,55,New Brunswick
Fredericton,Men+,Gujarati,25,New Brunswick
Fredericton,Men+,Hindi,65,New Brunswick
Fredericton,Men+,Marathi,10,New Brunswick
Fredericton,Men+,Nepali,20,New Brunswick
Fredericton,Men+,Punjabi (Panjabi),30,New Brunswick
Fredericton,Men+,Urdu,50,New Brunswick
Fredericton,Men+,Iranian Persian,50,New Brunswick
Fredericton,Men+,Portuguese,15,New Brunswick
Fredericton,Men+,Spanish,40,New Brunswick
Fredericton,Men+,Korean,20,New Brunswick
Fredericton,Men+,Rundi (Kirundi),25,New Brunswick
Fredericton,Men+,Swahili,80,New Brunswick
Fredericton,Men+,Yoruba,15,New Brunswick
Fredericton,Men+,Mandarin,115,New Brunswick
Fredericton,Men+,"Chinese, n.o.s.",10,New Brunswick
Fredericton,Women+,English,550,New Brunswick
Fredericton,Women+,French,105,New Brunswick
Fredericton,Women+,Somali,10,New Brunswick
Fredericton,Women+,Arabic,490,New Brunswick
Fredericton,Women+,Hebrew,10,New Brunswick
Fredericton,Women+,Vietnamese,15,New Brunswick
Fredericton,Women+,Cebuano,15,New Brunswick
Fredericton,Women+,"Tagalog (Pilipino, Filipino)",140,New Brunswick
Fredericton,Women+,Malayalam,10,New Brunswick
Fredericton,Women+,Tamil,25,New Brunswick
Fredericton,Women+,Baltic languages,10,New Brunswick
Fredericton,Women+,Lithuanian,10,New Brunswick
Fredericton,Women+,Slavic languages,100,New Brunswick
Fredericton,Women+,Russian,60,New Brunswick
Fredericton,Women+,Ukrainian,30,New Brunswick
Fredericton,Women+,Bengali,35,New Brunswick
Fredericton,Women+,Hindi,55,New Brunswick
Fredericton,Women+,Marathi,15,New Brunswick
Fredericton,Women+,Nepali,30,New Brunswick
Fredericton,Women+,Punjabi (Panjabi),20,New Brunswick
Fredericton,Women+,Urdu,40,New Brunswick
Fredericton,Women+,Iranian Persian,40,New Brunswick
Fredericton,Women+,Portuguese,10,New Brunswick
Fredericton,Women+,Romanian,10,New Brunswick
Fredericton,Women+,Spanish,65,New Brunswick
Fredericton,Women+,Korean,10,New Brunswick
Fredericton,Women+,Rundi (Kirundi),30,New Brunswick
Fredericton,Women+,Swahili,75,New Brunswick
Fredericton,Women+,Yoruba,15,New Brunswick
Fredericton,Women+,Mandarin,110,New Brunswick
Fredericton,Women+,"Chinese, n.o.s.",10,New Brunswick
Moncton,Men+,English,870,New Brunswick
Moncton,Men+,French,445,New Brunswick
Moncton,Men+,Kabyle,10,New Brunswick
Moncton,Men+,Arabic,575,New Brunswick
Moncton,Men+,Hebrew,10,New Brunswick
Moncton,Men+,Vietnamese,95,New Brunswick
Moncton,Men+,"Bisaya, n.o.s.",10,New Brunswick
Moncton,Men+,Cebuano,20,New Brunswick
Moncton,Men+,Merina,10,New Brunswick
Moncton,Men+,"Tagalog (Pilipino, Filipino)",260,New Brunswick
Moncton,Men+,Waray-Waray,10,New Brunswick
Moncton,Men+,Haitian Creole,15,New Brunswick
Moncton,Men+,Morisyen,25,New Brunswick
Moncton,Men+,Malayalam,15,New Brunswick
Moncton,Men+,Tamil,70,New Brunswick
Moncton,Men+,Telugu,30,New Brunswick
Moncton,Men+,Armenian,30,New Brunswick
Moncton,Men+,Baltic languages,10,New Brunswick
Moncton,Men+,Lithuanian,10,New Brunswick
Moncton,Men+,Slavic languages,190,New Brunswick
Moncton,Men+,Russian,130,New Brunswick
Moncton,Men+,Ukrainian,50,New Brunswick
Moncton,Men+,German,10,New Brunswick
Moncton,Men+,Bengali,40,New Brunswick
Moncton,Men+,Gujarati,45,New Brunswick
Moncton,Men+,Hindi,80,New Brunswick
Moncton,Men+,Nepali,10,New Brunswick
Moncton,Men+,Punjabi (Panjabi),40,New Brunswick
Moncton,Men+,Sinhala (Sinhalese),10,New Brunswick
Moncton,Men+,Urdu,55,New Brunswick
Moncton,Men+,Iranian Persian,10,New Brunswick
Moncton,Men+,Portuguese,45,New Brunswick
Moncton,Men+,Romanian,15,New Brunswick
Moncton,Men+,Spanish,120,New Brunswick
Moncton,Men+,Korean,80,New Brunswick
Moncton,Men+,Bamanankan,10,New Brunswick
Moncton,Men+,Igbo,15,New Brunswick
Moncton,Men+,Kinyarwanda (Rwanda),45,New Brunswick
Moncton,Men+,Swahili,25,New Brunswick
Moncton,Men+,Wolof,10,New Brunswick
Moncton,Men+,Yoruba,75,New Brunswick
Moncton,Men+,"Niger-Congo languages, n.i.e.",15,New Brunswick
Moncton,Men+,"Nilo-Saharan languages, n.i.e.",25,New Brunswick
Moncton,Men+,Mandarin,100,New Brunswick
Moncton,Men+,Hungarian,10,New Brunswick
Moncton,Women+,English,760,New Brunswick
Moncton,Women+,French,430,New Brunswick
Moncton,Women+,Kabyle,15,New Brunswick
Moncton,Women+,Arabic,500,New Brunswick
Moncton,Women+,Vietnamese,95,New Brunswick
Moncton,Women+,"Bisaya, n.o.s.",10,New Brunswick
Moncton,Women+,Cebuano,35,New Brunswick
Moncton,Women+,Hiligaynon,10,New Brunswick
Moncton,Women+,Merina,10,New Brunswick
Moncton,Women+,"Tagalog (Pilipino, Filipino)",275,New Brunswick
Moncton,Women+,Waray-Waray,15,New Brunswick
Moncton,Women+,Haitian Creole,15,New Brunswick
Moncton,Women+,Morisyen,10,New Brunswick
Moncton,Women+,Kannada,10,New Brunswick
Moncton,Women+,Malayalam,20,New Brunswick
Moncton,Women+,Tamil,50,New Brunswick
Moncton,Women+,Telugu,20,New Brunswick
Moncton,Women+,Armenian,15,New Brunswick
Moncton,Women+,Slavic languages,205,New Brunswick
Moncton,Women+,Russian,140,New Brunswick
Moncton,Women+,Serbo-Croatian,10,New Brunswick
Moncton,Women+,Serbian,10,New Brunswick
Moncton,Women+,Ukrainian,45,New Brunswick
Moncton,Women+,German,10,New Brunswick
Moncton,Women+,Afrikaans,10,New Brunswick
Moncton,Women+,Dutch,20,New Brunswick
Moncton,Women+,Bengali,30,New Brunswick
Moncton,Women+,Gujarati,40,New Brunswick
Moncton,Women+,Hindi,75,New Brunswick
Moncton,Women+,Nepali,25,New Brunswick
Moncton,Women+,Punjabi (Panjabi),35,New Brunswick
Moncton,Women+,Urdu,45,New Brunswick
Moncton,Women+,Portuguese,60,New Brunswick
Moncton,Women+,Spanish,95,New Brunswick
Moncton,Women+,Korean,75,New Brunswick
Moncton,Women+,Éwé,10,New Brunswick
Moncton,Women+,Igbo,25,New Brunswick
Moncton,Women+,Kinyarwanda (Rwanda),20,New Brunswick
Moncton,Women+,Lingala,15,New Brunswick
Moncton,Women+,Swahili,45,New Brunswick
Moncton,Women+,Wojenaka,15,New Brunswick
Moncton,Women+,Yoruba,45,New Brunswick
Moncton,Women+,"Niger-Congo languages, n.i.e.",10,New Brunswick
Moncton,Women+,"Nilo-Saharan languages, n.i.e.",35,New Brunswick
Moncton,Women+,Mandarin,130,New Brunswick
Saint John,Men+,English,335,New Brunswick
Saint John,Men+,French,50,New Brunswick
Saint John,Men+,Somali,25,New Brunswick
Saint John,Men+,Amharic,10,New Brunswick
Saint John,Men+,Arabic,480,New Brunswick
Saint John,Men+,Hebrew,35,New Brunswick
Saint John,Men+,Vietnamese,10,New Brunswick
Saint John,Men+,"Tagalog (Pilipino, Filipino)",95,New Brunswick
Saint John,Men+,Malayalam,15,New Brunswick
Saint John,Men+,Tamil,15,New Brunswick
Saint John,Men+,Telugu,20,New Brunswick
Saint John,Men+,Albanian,10,New Brunswick
Saint John,Men+,Slavic languages,45,New Brunswick
Saint John,Men+,Russian,40,New Brunswick
Saint John,Men+,Bengali,20,New Brunswick
Saint John,Men+,Gujarati,10,New Brunswick
Saint John,Men+,Hindi,50,New Brunswick
Saint John,Men+,Nepali,10,New Brunswick
Saint John,Men+,Punjabi (Panjabi),25,New Brunswick
Saint John,Men+,Urdu,20,New Brunswick
Saint John,Men+,Iranian Persian,30,New Brunswick
Saint John,Men+,Portuguese,20,New Brunswick
Saint John,Men+,Romanian,10,New Brunswick
Saint John,Men+,Spanish,30,New Brunswick
Saint John,Men+,Korean,10,New Brunswick
Saint John,Men+,Swahili,25,New Brunswick
Saint John,Men+,Yoruba,20,New Brunswick
Saint John,Men+,"Niger-Congo languages, n.i.e.",20,New Brunswick
Saint John,Men+,Mandarin,210,New Brunswick
Saint John,Men+,Wu (Shanghainese),10,New Brunswick
Saint John,Men+,Turkish,15,New Brunswick
Saint John,Women+,English,350,New Brunswick
Saint John,Women+,French,45,New Brunswick
Saint John,Women+,Somali,25,New Brunswick
Saint John,Women+,Arabic,370,New Brunswick
Saint John,Women+,Hebrew,25,New Brunswick
Saint John,Women+,Vietnamese,10,New Brunswick
Saint John,Women+,Cebuano,15,New Brunswick
Saint John,Women+,"Tagalog (Pilipino, Filipino)",145,New Brunswick
Saint John,Women+,Malayalam,10,New Brunswick
Saint John,Women+,Albanian,10,New Brunswick
Saint John,Women+,Slavic languages,80,New Brunswick
Saint John,Women+,Russian,65,New Brunswick
Saint John,Women+,Bengali,30,New Brunswick
Saint John,Women+,Gujarati,10,New Brunswick
Saint John,Women+,Hindi,45,New Brunswick
Saint John,Women+,Urdu,30,New Brunswick
Saint John,Women+,Iranian Persian,25,New Brunswick
Saint John,Women+,Romanian,20,New Brunswick
Saint John,Women+,Spanish,45,New Brunswick
Saint John,Women+,Korean,20,New Brunswick
Saint John,Women+,Swahili,30,New Brunswick
Saint John,Women+,Yoruba,20,New Brunswick
Saint John,Women+,"Niger-Congo languages, n.i.e.",10,New Brunswick
Saint John,Women+,Mandarin,185,New Brunswick
Saint John,Women+,Wu (Shanghainese),10,New Brunswick
Quebec,Men+,English,10130,Quebec
Quebec,Men+,French,32800,Quebec
Quebec,Men+,Kabyle,2525,Quebec
Quebec,Men+,Tamazight,115,Quebec
Quebec,Men+,"Berber languages, n.i.e.",50,Quebec
Quebec,Men+,Hausa,85,Quebec
Quebec,Men+,Mina,75,Quebec
Quebec,Men+,Coptic,75,Quebec
Quebec,Men+,Somali,140,Quebec
Quebec,Men+,"Cushitic languages, n.i.e.",10,Quebec
Quebec,Men+,Amharic,40,Quebec
Quebec,Men+,Arabic,20570,Quebec
Quebec,Men+,Chaldean Neo-Aramaic,10,Quebec
Quebec,Men+,"Aramaic, n.o.s.",80,Quebec
Quebec,Men+,Hebrew,85,Quebec
Quebec,Men+,Tigrigna,160,Quebec
Quebec,Men+,Khmer (Cambodian),60,Quebec
Quebec,Men+,Vietnamese,555,Quebec
Quebec,Men+,Bikol,25,Quebec
Quebec,Men+,"Bisaya, n.o.s.",140,Quebec
Quebec,Men+,Cebuano,265,Quebec
Quebec,Men+,Hiligaynon,160,Quebec
Quebec,Men+,Ilocano,220,Quebec
Quebec,Men+,Indonesian,70,Quebec
Quebec,Men+,Kankanaey,10,Quebec
Quebec,Men+,Kinaray-a,10,Quebec
Quebec,Men+,Merina,135,Quebec
Quebec,Men+,"Malagasy, n.o.s.",70,Quebec
Quebec,Men+,Malay,10,Quebec
Quebec,Men+,"Pampangan (Kapampangan, Pampango)",25,Quebec
Quebec,Men+,"Tagalog (Pilipino, Filipino)",2235,Quebec
Quebec,Men+,Waray-Waray,25,Quebec
Quebec,Men+,"Austronesian languages, n.i.e.",60,Quebec
Quebec,Men+,Haitian Creole,2540,Quebec
Quebec,Men+,Morisyen,280,Quebec
Quebec,Men+,Sango,175,Quebec
Quebec,Men+,"Creole, n.o.s.",740,Quebec
Quebec,Men+,"Creole languages, n.i.e.",55,Quebec
Quebec,Men+,Kannada,95,Quebec
Quebec,Men+,Malayalam,550,Quebec
Quebec,Men+,Tamil,510,Quebec
Quebec,Men+,Telugu,345,Quebec
Quebec,Men+,Albanian,225,Quebec
Quebec,Men+,Armenian,1150,Quebec
Quebec,Men+,Baltic languages,30,Quebec
Quebec,Men+,Latvian,20,Quebec
Quebec,Men+,Lithuanian,10,Quebec
Quebec,Men+,Slavic languages,2255,Quebec
Quebec,Men+,Belarusian,10,Quebec
Quebec,Men+,Bulgarian,145,Quebec
Quebec,Men+,Macedonian,10,Quebec
Quebec,Men+,Polish,70,Quebec
Quebec,Men+,Russian,1640,Quebec
Quebec,Men+,Serbo-Croatian,140,Quebec
Quebec,Men+,Bosnian,10,Quebec
Quebec,Men+,Croatian,50,Quebec
Quebec,Men+,Serbian,75,Quebec
Quebec,Men+,Slovak,15,Quebec
Quebec,Men+,Ukrainian,255,Quebec
Quebec,Men+,German,295,Quebec
Quebec,Men+,Swiss German,35,Quebec
Quebec,Men+,Yiddish,260,Quebec
Quebec,Men+,Afrikaans,20,Quebec
Quebec,Men+,Dutch,75,Quebec
Quebec,Men+,Vlaams (Flemish),15,Quebec
Quebec,Men+,Danish,15,Quebec
Quebec,Men+,Swedish,45,Quebec
Quebec,Men+,Greek,160,Quebec
Quebec,Men+,Assamese,10,Quebec
Quebec,Men+,Bengali,650,Quebec
Quebec,Men+,Gujarati,385,Quebec
Quebec,Men+,Hindi,735,Quebec
Quebec,Men+,Konkani,20,Quebec
Quebec,Men+,Marathi,85,Quebec
Quebec,Men+,Nepali,135,Quebec
Quebec,Men+,Punjabi (Panjabi),1380,Quebec
Quebec,Men+,Rohingya,10,Quebec
Quebec,Men+,Sindhi,10,Quebec
Quebec,Men+,Sinhala (Sinhalese),75,Quebec
Quebec,Men+,Urdu,765,Quebec
Quebec,Men+,"Indo-Aryan languages, n.i.e.",45,Quebec
Quebec,Men+,Kurdish,190,Quebec
Quebec,Men+,Pashto,105,Quebec
Quebec,Men+,Dari,1400,Quebec
Quebec,Men+,Iranian Persian,1670,Quebec
Quebec,Men+,"Persian (Farsi), n.o.s.",185,Quebec
Quebec,Men+,"Iranian languages, n.i.e.",15,Quebec
Quebec,Men+,Catalan,45,Quebec
Quebec,Men+,Italian,440,Quebec
Quebec,Men+,Portuguese,1320,Quebec
Quebec,Men+,Romanian,980,Quebec
Quebec,Men+,Spanish,6900,Quebec
Quebec,Men+,Japanese,75,Quebec
Quebec,Men+,Korean,550,Quebec
Quebec,Men+,Akan (Twi),70,Quebec
Quebec,Men+,Bamanankan,270,Quebec
Quebec,Men+,Edo,15,Quebec
Quebec,Men+,Éwé,175,Quebec
Quebec,Men+,"Fulah (Pular, Pulaar, Fulfulde)",255,Quebec
Quebec,Men+,Ga,10,Quebec
Quebec,Men+,Igbo,20,Quebec
Quebec,Men+,Kinyarwanda (Rwanda),370,Quebec
